line 0: me: X, them: C me: Rock, them: Scissors value: 7
line 2389: me: X, them: C me: Rock, them: Scissors value: 7
line 2390: me: Y, them: B me: Paper, them: Paper value: 5
line 2391: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2392: me: X, them: C me: Rock, them: Scissors value: 7
line 2393: me: X, them: B me: Rock, them: Paper value: 1
line 2394: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2395: me: X, them: C me: Rock, them: Scissors value: 7
line 2396: me: X, them: B me: Rock, them: Paper value: 1
line 2397: me: Y, them: A me: Paper, them: Rock value: 8
line 2398: me: Y, them: B me: Paper, them: Paper value: 5
line 2399: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2400: me: Z, them: A me: Scissors, them: Rock value: 3
line 2401: me: Y, them: A me: Paper, them: Rock value: 8
line 2402: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2403: me: Y, them: A me: Paper, them: Rock value: 8
line 2404: me: Y, them: A me: Paper, them: Rock value: 8
line 2405: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2406: me: Y, them: B me: Paper, them: Paper value: 5
line 2407: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2408: me: Z, them: B me: Scissors, them: Paper value: 9
line 2409: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2410: me: Z, them: A me: Scissors, them: Rock value: 3
line 2411: me: X, them: C me: Rock, them: Scissors value: 7
line 2412: me: X, them: C me: Rock, them: Scissors value: 7
line 2413: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2414: me: X, them: B me: Rock, them: Paper value: 1
line 2415: me: X, them: C me: Rock, them: Scissors value: 7
line 2416: me: Y, them: B me: Paper, them: Paper value: 5
line 2417: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2418: me: X, them: B me: Rock, them: Paper value: 1
line 2419: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2420: me: X, them: C me: Rock, them: Scissors value: 7
line 2421: me: X, them: B me: Rock, them: Paper value: 1
line 2422: me: Y, them: B me: Paper, them: Paper value: 5
line 2423: me: Z, them: B me: Scissors, them: Paper value: 9
line 2424: me: X, them: B me: Rock, them: Paper value: 1
line 2425: me: Y, them: A me: Paper, them: Rock value: 8
line 2426: me: X, them: C me: Rock, them: Scissors value: 7
line 2427: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2428: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2429: me: Y, them: A me: Paper, them: Rock value: 8
line 2430: me: X, them: B me: Rock, them: Paper value: 1
line 2431: me: Y, them: A me: Paper, them: Rock value: 8
line 2432: me: X, them: C me: Rock, them: Scissors value: 7
line 2433: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2434: me: Y, them: B me: Paper, them: Paper value: 5
line 2435: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2436: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2437: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2438: me: Z, them: A me: Scissors, them: Rock value: 3
line 2439: me: Z, them: A me: Scissors, them: Rock value: 3
line 2440: me: Y, them: A me: Paper, them: Rock value: 8
line 2441: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2442: me: Y, them: B me: Paper, them: Paper value: 5
line 2443: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2444: me: X, them: C me: Rock, them: Scissors value: 7
line 2445: me: Y, them: B me: Paper, them: Paper value: 5
line 2446: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2447: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2448: me: X, them: A me: Rock, them: Rock value: 4
line 2449: me: X, them: C me: Rock, them: Scissors value: 7
line 2450: me: Y, them: B me: Paper, them: Paper value: 5
line 2451: me: Z, them: A me: Scissors, them: Rock value: 3
line 2452: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2453: me: X, them: C me: Rock, them: Scissors value: 7
line 2454: me: Z, them: A me: Scissors, them: Rock value: 3
line 2455: me: Y, them: A me: Paper, them: Rock value: 8
line 2456: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2457: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2458: me: X, them: B me: Rock, them: Paper value: 1
line 2459: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2460: me: Z, them: A me: Scissors, them: Rock value: 3
line 2461: me: Y, them: A me: Paper, them: Rock value: 8
line 2462: me: X, them: C me: Rock, them: Scissors value: 7
line 2463: me: Y, them: A me: Paper, them: Rock value: 8
line 2464: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2465: me: X, them: C me: Rock, them: Scissors value: 7
line 2466: me: X, them: C me: Rock, them: Scissors value: 7
line 2467: me: X, them: C me: Rock, them: Scissors value: 7
line 2468: me: Y, them: B me: Paper, them: Paper value: 5
line 2469: me: X, them: C me: Rock, them: Scissors value: 7
line 2470: me: Y, them: A me: Paper, them: Rock value: 8
line 2471: me: X, them: C me: Rock, them: Scissors value: 7
line 2472: me: Y, them: B me: Paper, them: Paper value: 5
line 2473: me: X, them: B me: Rock, them: Paper value: 1
line 2474: me: Y, them: A me: Paper, them: Rock value: 8
line 2475: me: X, them: B me: Rock, them: Paper value: 1
line 2476: me: Y, them: A me: Paper, them: Rock value: 8
line 2477: me: Z, them: B me: Scissors, them: Paper value: 9
line 2478: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2479: me: Z, them: A me: Scissors, them: Rock value: 3
line 2480: me: Y, them: B me: Paper, them: Paper value: 5
line 2481: me: X, them: B me: Rock, them: Paper value: 1
line 2482: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2483: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2484: me: X, them: C me: Rock, them: Scissors value: 7
line 2485: me: Y, them: B me: Paper, them: Paper value: 5
line 2486: me: Z, them: A me: Scissors, them: Rock value: 3
line 2487: me: Z, them: A me: Scissors, them: Rock value: 3
line 2488: me: Y, them: A me: Paper, them: Rock value: 8
line 2489: me: Y, them: A me: Paper, them: Rock value: 8
line 2490: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2491: me: Z, them: A me: Scissors, them: Rock value: 3
line 2492: me: Z, them: A me: Scissors, them: Rock value: 3
line 2493: me: Y, them: B me: Paper, them: Paper value: 5
line 2494: me: X, them: C me: Rock, them: Scissors value: 7
line 2495: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2496: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2497: me: Z, them: C me: Scissors, them: Scissors value: 6
line 2498: me: Y, them: A me: Paper, them: Rock value: 8
line 2499: me: Z, them: A me: Scissors, them: Rock value: 3
Total score is: 13809
